lemma	source
cabalgadura|NOUN|Fem	cabalgar|VERB
cabalgar|VERB	caballo|NOUN|Masc
cabalgata|NOUN|Fem	cabalgar|VERB
caballeresco|ADJ	caballero|NOUN|Masc
caballeroso|ADJ	caballero|NOUN|Masc
caballero|NOUN|Masc	caballo|NOUN|Masc
caballería|NOUN|Fem	caballo|NOUN|Masc
caballete|NOUN|Masc	caballo|NOUN|Masc
cabecear|VERB	cabeza|NOUN|Fem
cabeceo|NOUN|Masc	cabecear|VERB
cabecera|NOUN|Fem	cabeza|NOUN|Fem
cabellera|NOUN|Fem	cabello|NOUN|Masc
cabelludo|ADJ	cabello|NOUN|Masc
cabestraje|NOUN|Masc	cabestrar|VERB
cabezada|NOUN|Fem	cabeza|NOUN|Fem
cabezazo|NOUN|Masc	cabeza|NOUN|Fem
cabezonada|NOUN|Fem	cabezón|ADJ
cabezota|ADJ	cabeza|NOUN|Fem
cabezudo|ADJ	cabeza|NOUN|Fem
cabezón|ADJ	cabeza|NOUN|Fem
cabida|NOUN|Fem	caber|VERB
cabido|ADJ	caber|VERB
cabildeo|NOUN|Masc	cabildear|VERB
cabreado|ADJ	cabrear|VERB
cabrear|VERB	cabra|NOUN|Fem
cabreo|NOUN|Masc	cabrear|VERB
cabrero|NOUN|Masc	cabra|NOUN|Fem
cabronada|NOUN|Fem	cabrón|ADJ
cabrona|NOUN|Fem	cabrón|NOUN|Masc
cabrío|ADJ	cabra|NOUN|Fem
cabrón|NOUN|Masc	cabra|NOUN|Fem
cacareo|NOUN|Masc	cacarear|VERB
cachada|NOUN|Fem	cacho|NOUN|Masc
cacharra|NOUN|Fem	cacharro|NOUN|Masc
cacheo|NOUN|Masc	cachear|VERB
cachetada|NOUN|Fem	cachete|NOUN|Masc
cachete|NOUN|Masc	cachar|VERB
cachondeo|NOUN|Masc	cachondear|VERB
cacho|NOUN|Masc	cachar|VERB
cachupina|NOUN|Fem	cachupín|NOUN|Masc
cacofónico|ADJ	cacofonía|NOUN|Fem
cadavérico|ADJ	cadáver|NOUN|Masc
cadencioso|ADJ	cadencia|NOUN|Fem
caducado|ADJ	caducar|VERB
caducidad|NOUN|Fem	caducar|VERB
caduco|ADJ	caducar|VERB
caedizo|ADJ	caer|VERB
cafetera|ADJ	café|NOUN|Masc
cafetería|NOUN|Fem	café|NOUN|Masc
cajera|NOUN|Fem	cajero|NOUN|Masc
cajero|NOUN|Masc	caja|NOUN|Fem
cajista|NOUN|Masc	caja|NOUN|Fem
cajita|NOUN|Fem	caja|NOUN|Fem
cajón|NOUN|Masc	caja|NOUN|Fem
calabacín|NOUN|Masc	calabaza|NOUN|Fem
calabazada|NOUN|Fem	calabaza|NOUN|Fem
calada|NOUN|Fem	calar|VERB
calado|ADJ	calar|VERB
calaverada|NOUN|Fem	calavera|NOUN|Fem
cala|NOUN|Fem	calar|VERB
calcado|ADJ	calcar|VERB
calcetín|NOUN|Masc	calzar|VERB
calcinador|ADJ	calcinar|VERB
calcinado|ADJ	calcinar|VERB
calco|NOUN|Masc	calcar|VERB
calculable|ADJ	calcular|VERB
calculadora|NOUN|Fem	calcular|VERB
calculador|ADJ	calcular|VERB
calculado|ADJ	calcular|VERB
calcáreo|ADJ	calcio|NOUN|Masc
caldeado|ADJ	caldear|VERB
caldeo|NOUN|Masc	caldear|VERB
caldoso|ADJ	caldo|NOUN|Masc
calefacción|NOUN|Fem	calor|NOUN|Masc
calefactora|NOUN|Fem	calor|NOUN|Masc
calefactor|NOUN|Masc	calor|NOUN|Masc
calentador|ADJ	calentar|VERB
calentador|NOUN|Masc	calentar|VERB
calentado|ADJ	calentar|VERB
calentamiento|NOUN|Masc	calentar|VERB
calentar|VERB	caliente|ADJ
calentura|NOUN|Fem	calentar|VERB
calenturiento|ADJ	calentura|NOUN|Fem
calentón|NOUN|Masc	calentar|VERB
calibrador|ADJ	calibrar|VERB
calibrado|ADJ	calibrar|VERB
calibre|NOUN|Masc	calibrar|VERB
calidez|NOUN|Fem	cálido|ADJ
caliente|ADJ	calor|NOUN|Masc
califato|NOUN|Masc	califa|NOUN|Masc
calificación|NOUN|Fem	calificar|VERB
calificador|ADJ	calificar|VERB
calificado|ADJ	calificar|VERB
callado|ADJ	callar|VERB
calleja|NOUN|Fem	calle|NOUN|Fem
callejeado|ADJ	callejear|VERB
callejear|VERB	calleja|NOUN|Fem
callejeo|NOUN|Masc	callejear|VERB
callejero|ADJ	calleja|NOUN|Fem
callejuela|NOUN|Fem	calleja|NOUN|Fem
callejón|NOUN|Masc	calleja|NOUN|Fem
calloso|ADJ	callo|NOUN|Masc
calmado|ADJ	calmar|VERB
calmante|NOUN|Masc	calmar|VERB
calma|NOUN|Fem	calmar|VERB
calmoso|ADJ	calma|NOUN|Fem
calmudo|ADJ	calma|NOUN|Fem
calorífico|ADJ	calor|NOUN|Masc
calumnia|NOUN|Fem	calumniar|VERB
caluroso|ADJ	calor|NOUN|Masc
calvicie|NOUN|Masc	calvo|ADJ
calzada|NOUN|Fem	calzado|ADJ
calzador|NOUN|Masc	calzar|VERB
calzado|ADJ	calzar|VERB
calzoncillo|NOUN|Masc	calzón|NOUN|Masc
calzo|NOUN|Masc	calzar|VERB
calzón|NOUN|Masc	calzar|VERB
calón|NOUN|Masc	calar|VERB
camada|NOUN|Fem	cama|NOUN|Fem
camaleónico|ADJ	camaleón|NOUN|Masc
camaradería|NOUN|Fem	camarada|NOUN|Masc
camarera|NOUN|Fem	camarero|NOUN|Masc
camarote|NOUN|Masc	cámara|NOUN|Fem
cambiada|NOUN|Fem	cambio|NOUN|Masc
cambiador|NOUN|Masc	cambiar|VERB
cambiado|ADJ	cambiar|VERB
cambiante|ADJ	cambiar|VERB
cambio|NOUN|Masc	cambiar|VERB
camelo|NOUN|Masc	camelar|VERB
camilla|NOUN|Fem	cama|NOUN|Fem
camillero|NOUN|Masc	camilla|NOUN|Fem
caminador|ADJ	caminar|VERB
caminado|ADJ	caminar|VERB
caminante|NOUN|Masc	caminar|VERB
caminata|NOUN|Fem	caminar|VERB
camino|NOUN|Masc	caminar|VERB
camionaje|NOUN|Masc	camión|NOUN|Masc
camionero|NOUN|Masc	camión|NOUN|Masc
camioneta|NOUN|Fem	camión|NOUN|Masc
camiseta|NOUN|Fem	camisa|NOUN|Fem
camisón|NOUN|Masc	camisa|NOUN|Fem
campal|ADJ	campo|NOUN|Masc
campamento|NOUN|Masc	campar|VERB
campanada|NOUN|Fem	campana|NOUN|Fem
campanario|NOUN|Masc	campana|NOUN|Fem
campanilla|NOUN|Fem	campana|NOUN|Fem
campanilleo|NOUN|Masc	campanillear|VERB
campar|VERB	campo|NOUN|Masc
campeonato|NOUN|Masc	campeón|NOUN|Masc
campeona|NOUN|Fem	campeón|NOUN|Masc
campesinado|NOUN|Masc	campesino|NOUN|Masc
campesina|NOUN|Fem	campesino|NOUN|Masc
campesino|NOUN|Masc	campo|NOUN|Masc
campestre|ADJ	campo|NOUN|Masc
camping|NOUN|Masc	campar|VERB
campista|NOUN|Masc	campar|VERB
camuflado|ADJ	camuflar|VERB
camuflaje|NOUN|Masc	camuflar|VERB
canalizado|ADJ	canalizar|VERB
canalizar|VERB	canal|NOUN|Masc
canalizo|NOUN|Masc	canalizar|VERB
cancelación|NOUN|Fem	cancelar|VERB
cancelado|ADJ	cancelar|VERB
cancilleresco|ADJ	canciller|NOUN|Masc
cancillería|NOUN|Fem	canciller|NOUN|Masc
cancina|NOUN|Fem	cancín|NOUN|Masc
canción|NOUN|Fem	cantar|VERB
candado|ADJ	candar|VERB
candidatear|VERB	candidato|NOUN|Masc
candidatura|NOUN|Fem	candidato|NOUN|Masc
canino|NOUN|Masc	can|NOUN|Masc
canizo|ADJ	cana|NOUN|Fem
canjeado|ADJ	canjear|VERB
canjear|VERB	canje|NOUN|Masc
canoso|ADJ	cana|NOUN|Fem
canotaje|NOUN|Masc	canoa|NOUN|Fem
cansador|ADJ	cansar|VERB
cansado|ADJ	cansar|VERB
cansancio|NOUN|Masc	cansar|VERB
cantador|ADJ	cantar|VERB
cantador|NOUN|Masc	cantar|VERB
cantado|ADJ	cantar|VERB
cantante|NOUN|Fem	cantante|NOUN|Masc
cantante|NOUN|Masc	cantar|VERB
cantaora|NOUN|Fem	cantaor|NOUN|Masc
cantaor|NOUN|Masc	cantador|NOUN|Masc
cantarina|NOUN|Fem	cantarín|NOUN|Masc
cantarín|NOUN|Masc	cantar|VERB
cantautora|NOUN|Fem	cantautor|NOUN|Masc
cantautor|NOUN|Masc	cantar|VERB
cante|NOUN|Masc	cantar|VERB
cantinela|NOUN|Fem	cantar|VERB
cantinero|NOUN|Masc	cantina|NOUN|Fem
cantora|NOUN|Fem	cantor|NOUN|Masc
cantor|NOUN|Masc	cantar|VERB
canto|NOUN|Masc	cantar|VERB
canturreado|ADJ	canturrear|VERB
canturrear|VERB	cantar|VERB
canturreo|NOUN|Masc	canturrear|VERB
can|NOUN|Masc	perro|NOUN|Masc
capacidad|NOUN|Fem	capaz|ADJ
capacitación|NOUN|Fem	capacitar|VERB
capacitado|ADJ	capacitar|VERB
capacitar|VERB	capaz|ADJ
capilaridad|NOUN|Fem	capilar|ADJ
capilar|ADJ	cabello|NOUN|Masc
capitalidad|NOUN|Fem	capital|ADJ
capitalismo|NOUN|Masc	capital|NOUN|Masc
capitalista|ADJ	capital|NOUN|Masc
capitalista|NOUN|Masc	capital|NOUN|Masc
capitalizador|ADJ	capitalizar|VERB
capitalizado|ADJ	capitalizar|VERB
capitalizar|VERB	capital|NOUN|Fem
capitanear|VERB	capitán|NOUN|Masc
capitanía|NOUN|Fem	capitán|NOUN|Masc
capitulación|NOUN|Fem	capitular|VERB
capotaje|NOUN|Masc	capotar|VERB
capotar|VERB	capota|NOUN|Fem
capota|NOUN|Fem	capa|NOUN|Fem
caprichoso|ADJ	capricho|NOUN|Masc
caprichudo|ADJ	capricho|NOUN|Masc
captación|NOUN|Fem	captar|VERB
captador|ADJ	captar|VERB
captado|ADJ	captar|VERB
capturado|ADJ	capturar|VERB
capturar|VERB	captura|NOUN|Fem
captura|NOUN|Fem	captar|VERB
caracterizado|ADJ	caracterizar|VERB
caracterizar|VERB	carácter|NOUN|Masc
característica|NOUN|Fem	característico|ADJ
característico|ADJ	carácter|NOUN|Masc
caradura|NOUN|Fem	cara|NOUN|Fem
carbonario|ADJ	carbón|NOUN|Masc
carbonar|VERB	carbón|NOUN|Masc
carbonero|ADJ	carbón|NOUN|Masc
carbonero|NOUN|Masc	carbonero|ADJ
carbono|NOUN|Masc	carbón|NOUN|Masc
carbonífero|ADJ	carbón|NOUN|Masc
carburante|NOUN|Masc	carburar|VERB
carburo|NOUN|Masc	carburar|VERB
carbónico|ADJ	carbón|NOUN|Masc
carcajada|NOUN|Fem	carcajear|VERB
carcelario|ADJ	cárcel|NOUN|Fem
carcelero|ADJ	cárcel|NOUN|Fem
carcelero|NOUN|Masc	cárcel|NOUN|Fem
cardiaco|ADJ	corazón|NOUN|Masc
cardioprotectora|NOUN|Fem	cardioprotector|NOUN|Masc
cardioprotector|NOUN|Masc	cardiaco|ADJ
cardíaco|ADJ	cardiaco|ADJ
carear|VERB	cara|NOUN|Fem
carecido|ADJ	carecer|VERB
carencia|NOUN|Fem	carecer|VERB
carente|ADJ	carecer|VERB
careo|NOUN|Masc	carear|VERB
cargadora|NOUN|Fem	cargador|NOUN|Masc
cargador|ADJ	cargar|VERB
cargador|NOUN|Masc	cargar|VERB
cargado|ADJ	cargar|VERB
cargamento|NOUN|Masc	cargar|VERB
cargar|VERB	carga|NOUN|Fem
carga|NOUN|Fem	cargo|NOUN|Masc
cargo|NOUN|Masc	cargar|VERB
carguero|NOUN|Masc	cargo|NOUN|Masc
caricaturista|NOUN|Masc	caricatura|NOUN|Fem
carismático|ADJ	carisma|NOUN|Masc
caritativo|ADJ	caridad|NOUN|Fem
cariñoso|ADJ	cariño|NOUN|Masc
carnada|NOUN|Fem	carne|NOUN|Fem
carnal|ADJ	carne|NOUN|Fem
carnavalada|NOUN|Fem	carnaval|NOUN|Masc
carnavalesco|ADJ	carnaval|NOUN|Masc
carneada|NOUN|Fem	carnear|VERB
carnet|NOUN|Masc	carné|NOUN|Masc
carnicera|NOUN|Fem	carnicero|NOUN|Masc
carnicero|NOUN|Masc	carne|NOUN|Fem
carnicería|NOUN|Fem	carnicero|NOUN|Masc
carnosidad|NOUN|Fem	carnoso|ADJ
carnoso|ADJ	carne|NOUN|Fem
carnívoro|ADJ	carne|NOUN|Fem
carpetazo|NOUN|Masc	carpeta|NOUN|Fem
carpintería|NOUN|Fem	carpintero|NOUN|Masc
carrada|NOUN|Fem	carro|NOUN|Masc
carraspeo|NOUN|Masc	carraspear|VERB
carretada|NOUN|Fem	carreta|NOUN|Fem
carretaje|NOUN|Masc	carreta|NOUN|Fem
carreta|NOUN|Fem	carro|NOUN|Masc
carretera|NOUN|Fem	carretero|NOUN|Masc
carretero|NOUN|Masc	carro|NOUN|Masc
carretilla|NOUN|Fem	carreta|NOUN|Fem
carrito|NOUN|Masc	carro|NOUN|Masc
carrocería|NOUN|Fem	carroza|NOUN|Fem
carroñero|ADJ	carroña|NOUN|Fem
carruaje|NOUN|Masc	carro|NOUN|Masc
carteado|ADJ	cartear|VERB
cartear|VERB	carta|NOUN|Fem
cartelera|NOUN|Fem	cartel|NOUN|Masc
carteo|NOUN|Masc	cartear|VERB
cartera|NOUN|Fem	carta|NOUN|Fem;cartero|NOUN|Masc
carterista|NOUN|Masc	cartera|NOUN|Fem
cartero|NOUN|Masc	carta|NOUN|Fem
cartografía|NOUN|Fem	carta|NOUN|Fem
cartográfico|ADJ	cartografía|NOUN|Fem
cartonaje|NOUN|Masc	cartón|NOUN|Masc
cartonero|ADJ	cartón|NOUN|Masc
cartulina|NOUN|Fem	cartón|NOUN|Masc
casado|ADJ	casar|VERB
casamiento|NOUN|Masc	casar|VERB
cascanueces|NOUN|Masc	nuez|NOUN|Fem
casco|NOUN|Masc	cascar|VERB
cascudo|ADJ	casco|NOUN|Masc
casero|ADJ	casa|NOUN|Fem
casero|NOUN|Masc	casa|NOUN|Fem
caserío|NOUN|Masc	casa|NOUN|Fem
caserón|NOUN|Masc	casa|NOUN|Fem
casillero|NOUN|Masc	casilla|NOUN|Fem
casita|NOUN|Fem	casa|NOUN|Fem
casona|NOUN|Fem	casa|NOUN|Fem
casposo|ADJ	caspa|NOUN|Fem
castaña|NOUN|Fem	castaño|ADJ
castañeta|NOUN|Fem	castaña|NOUN|Fem
castañetear|VERB	castañeta|NOUN|Fem
castañeteo|NOUN|Masc	castañetear|VERB
castañuela|NOUN|Fem	castaña|NOUN|Fem
castellanismo|NOUN|Masc	castellano|ADJ
casticismo|NOUN|Masc	castizo|ADJ
castidad|NOUN|Fem	casto|ADJ
castigadora|NOUN|Fem	castigador|NOUN|Masc
castigador|ADJ	castigar|VERB
castigador|NOUN|Masc	castigar|VERB
castigado|ADJ	castigar|VERB
castigo|NOUN|Masc	castigar|VERB
castizo|ADJ	casta|NOUN|Fem
castración|NOUN|Fem	castrar|VERB
castrense|ADJ	castro|NOUN|Masc
casualidad|NOUN|Fem	casual|ADJ
casucha|NOUN|Fem	casa|NOUN|Fem
catador|ADJ	catar|VERB
catado|ADJ	catar|VERB
catalanidad|NOUN|Fem	catalán|ADJ
catalanismo|NOUN|Masc	catalán|ADJ
catalanista|NOUN|Masc	catalanismo|NOUN|Masc
catalogación|NOUN|Fem	catalogar|VERB
catalán|NOUN|Masc	catalán|ADJ
catastral|ADJ	catastro|NOUN|Masc
catastrofista|ADJ	catástrofe|NOUN|Fem
catastrófico|ADJ	catástrofe|NOUN|Fem
cata|NOUN|Fem	catar|VERB
cateado|ADJ	catear|VERB
catedralicio|ADJ	catedral|NOUN|Fem
catedrática|NOUN|Fem	catedrático|NOUN|Masc
categorial|ADJ	categoría|NOUN|Fem
categorización|NOUN|Fem	categorizar|VERB
categórico|ADJ	categoría|NOUN|Fem
cateo|NOUN|Masc	catear|VERB
catolicismo|NOUN|Masc	católico|ADJ
caudaloso|ADJ	caudal|NOUN|Masc
caudillaje|NOUN|Masc	caudillo|NOUN|Masc
causado|ADJ	causar|VERB
causal|ADJ	causa|NOUN|Fem
causante|NOUN|Masc	causar|VERB
causa|NOUN|Fem	causar|VERB
cautela|NOUN|Fem	cauto|ADJ
cauteloso|ADJ	cautela|NOUN|Fem
cauterización|NOUN|Fem	cauterizar|VERB
cautivador|ADJ	cautivar|VERB
cautivado|ADJ	cautivar|VERB
cautivar|VERB	cautivo|ADJ
cautiverio|NOUN|Masc	cautivar|VERB
cautividad|NOUN|Fem	cautivo|ADJ
cavador|ADJ	cavar|VERB
cavado|ADJ	cavar|VERB
cavilación|NOUN|Fem	cavilar|VERB
cavilado|ADJ	cavilar|VERB
cazador|ADJ	cazar|VERB
cazador|NOUN|Masc	cazar|VERB
cazado|ADJ	cazar|VERB
caza|NOUN|Fem	cazar|VERB
cazuela|NOUN|Fem	cazo|NOUN|Masc
cazón|NOUN|Masc	cazar|VERB
caída|NOUN|Fem	caer|VERB
caído|ADJ	caer|VERB
cañada|NOUN|Fem	caña|NOUN|Fem
cañar|ADJ	caña|NOUN|Fem
cañonazo|NOUN|Masc	cañón|NOUN|Masc
cañoneo|NOUN|Masc	cañonear|VERB
caótico|ADJ	caos|NOUN|Masc
cebador|ADJ	cebar|VERB
cebado|ADJ	cebar|VERB
cebo|NOUN|Masc	cebar|VERB
ceceo|NOUN|Masc	cecear|VERB
cedido|ADJ	ceder|VERB
cegador|ADJ	cegar|VERB
cegado|ADJ	cegar|VERB
ceguera|NOUN|Fem	ciego|ADJ
cejador|NOUN|Masc	cejar|VERB
cejado|ADJ	cejar|VERB
ceja|NOUN|Fem	cejar|VERB
cejijunto|ADJ	ceja|NOUN|Fem
cejo|NOUN|Masc	cejar|VERB
cejudo|ADJ	ceja|NOUN|Fem
celada|NOUN|Fem	celar|VERB
celador|ADJ	celar|VERB
celaje|NOUN|Masc	cielo|NOUN|Masc
celebración|NOUN|Fem	celebrar|VERB
celebrado|ADJ	celebrar|VERB
celebrante|NOUN|Masc	celebrar|VERB
celebridad|NOUN|Fem	célebre|ADJ
celeste|ADJ	cielo|NOUN|Masc
celestial|ADJ	cielo|NOUN|Masc
celoso|ADJ	celo|NOUN|Masc
celular|ADJ	célula|NOUN|Fem
cementerial|ADJ	cementerio|NOUN|Masc
cemento|NOUN|Masc	cementar|VERB
cenado|ADJ	cenar|VERB
cena|NOUN|Fem	cenar|VERB
cenicero|NOUN|Masc	ceniza|NOUN|Fem
censal|ADJ	censo|NOUN|Masc
censora|NOUN|Fem	censor|NOUN|Masc
censor|NOUN|Masc	censura|NOUN|Fem
censo|NOUN|Masc	censar|VERB
censurar|VERB	censura|NOUN|Fem
centelleo|NOUN|Masc	centellear|VERB
centenario|ADJ	cien|NOUN|Masc
centenario|NOUN|Masc	centenario|ADJ
centenar|NOUN|Masc	centena|NOUN|Fem
centena|NOUN|Fem	ciento|NOUN|Masc
centilitro|NOUN|Masc	litro|NOUN|Masc
centrado|ADJ	centrar|VERB
centraje|NOUN|Masc	centrar|VERB
centralidad|NOUN|Fem	central|ADJ
centralismo|NOUN|Masc	central|ADJ
centralización|NOUN|Fem	centralizar|VERB
centralizador|ADJ	centralizar|VERB
centralizado|ADJ	centralizar|VERB
centralizar|VERB	central|ADJ;central|NOUN|Masc
central|ADJ	centro|NOUN|Masc
central|NOUN|Fem	centro|NOUN|Masc
centrar|VERB	centro|NOUN|Masc
centrifugador|ADJ	centrifugar|VERB
centrifugado|ADJ	centrifugar|VERB
centrifugar|VERB	centrífugo|ADJ
centrista|ADJ	centro|NOUN|Masc
centrista|NOUN|Masc	centro|NOUN|Masc
centroamericano|ADJ	americano|ADJ
centrocampista|NOUN|Masc	centro|NOUN|Masc
centrípeto|ADJ	centro|VERB
centuriona|NOUN|Fem	centurión|NOUN|Masc
centígrado|NOUN|Masc	grado|NOUN|Masc
centímetro|NOUN|Masc	metro|NOUN|Masc
cepillado|ADJ	cepillar|VERB
cepillo|NOUN|Masc	cepillar|VERB
cercanía|NOUN|Fem	cercano|ADJ
cercenamiento|NOUN|Masc	cercenar|VERB
cerciorado|ADJ	cerciorar|VERB
cerciorar|VERB	cierto|ADJ
cerco|NOUN|Masc	cercar|VERB
cerdada|NOUN|Fem	cerdo|NOUN|Masc
cerebral|ADJ	cerebro|NOUN|Masc
ceremonial|ADJ	ceremonia|NOUN|Fem
ceremonioso|ADJ	ceremonia|NOUN|Fem
cereza|NOUN|Fem	cerezo|NOUN|Masc
cerilla|NOUN|Fem	cera|NOUN|Fem
cernido|NOUN|Masc	cerner|VERB
cerrada|NOUN|Fem	cerro|NOUN|Masc
cerrador|ADJ	cerrar|VERB
cerrado|ADJ	cerrar|VERB
cerradura|NOUN|Fem	cerrar|VERB
cerramiento|NOUN|Masc	cerrar|VERB
cerratina|NOUN|Fem	cerratín|NOUN|Masc
cerrojo|NOUN|Masc	cerrar|VERB
certero|ADJ	cierto|ADJ
certeza|NOUN|Fem	cierto|ADJ
certidumbre|NOUN|Fem	cierto|ADJ
certificador|ADJ	certificar|VERB
certificado|ADJ	certificar|VERB
cervecera|NOUN|Fem	cervecero|NOUN|Masc
cervecero|ADJ	cerveza|NOUN|Fem
cervecería|NOUN|Fem	cerveza|NOUN|Fem
cervical|ADJ	cerebro|NOUN|Masc
cerámico|ADJ	cerámica|NOUN|Fem
cesado|ADJ	cesar|VERB
cesante|ADJ	cesar|VERB
cese|NOUN|Masc	cesar|VERB
cesión|NOUN|Fem	ceder|VERB
cesto|NOUN|Masc	cesta|NOUN|Fem
ceñido|ADJ	ceñir|VERB
ceñimiento|NOUN|Masc	ceñir|VERB
ceñudo|ADJ	ceño|NOUN|Masc
chaladura|NOUN|Fem	chalado|ADJ
chalaneo|NOUN|Masc	chalanear|VERB
chalet|NOUN|Masc	chalé|NOUN|Masc
chamuscado|ADJ	chamuscar|VERB
chantajear|VERB	chantaje|NOUN|Masc
chantajista|NOUN|Masc	chantaje|NOUN|Masc
chapado|ADJ	chapar|VERB
chapa|NOUN|Fem	chapar|VERB
chapeo|NOUN|Masc	chapear|VERB
chapoteado|ADJ	chapotear|VERB
chapoteo|NOUN|Masc	chapotear|VERB
chapucero|ADJ	chapuza|NOUN|Fem
chapuzón|NOUN|Masc	chapuzar|VERB
chaqueta|NOUN|Fem	chaqué|NOUN|Masc
chaqueteo|NOUN|Masc	chaqueta|NOUN|Fem;chaquetear|VERB
chaquetero|ADJ	chaqueta|NOUN|Fem
chaquetón|NOUN|Masc	chaqueta|NOUN|Fem
charlador|ADJ	charlar|VERB
charlado|ADJ	charlar|VERB
charlatanería|NOUN|Fem	charlatán|ADJ
charla|NOUN|Fem	charlar|VERB
charloteo|NOUN|Masc	charlotear|VERB
chasco|NOUN|Masc	chascar|VERB
chasqueo|NOUN|Masc	chasquear|VERB
chasquido|NOUN|Masc	chascar|VERB
chatear|VERB	chat|NOUN|Masc
chateo|NOUN|Masc	chatear|VERB
chavala|NOUN|Fem	chaval|NOUN|Masc
chequeo|NOUN|Masc	chequear|VERB
chica|NOUN|Fem	chico|NOUN|Masc
chicoleo|NOUN|Masc	chicolear|VERB
chiflado|ADJ	chiflar|VERB
chifladura|NOUN|Fem	chiflar|VERB
chiflido|NOUN|Masc	chiflar|VERB
chiflo|NOUN|Masc	chiflar|VERB
chilenismo|NOUN|Masc	chileno|ADJ
chillador|ADJ	chillar|VERB
chillado|ADJ	chillar|VERB
chillido|NOUN|Masc	chillar|VERB
chillo|NOUN|Masc	chillar|VERB
chillón|ADJ	chillar|VERB
chingado|ADJ	chingar|VERB
chiquilina|NOUN|Fem	chiquilín|NOUN|Masc
chiquillada|NOUN|Fem	chiquillo|NOUN|Masc
chiquirritina|NOUN|Fem	chiquirritín|NOUN|Masc
chiquitina|NOUN|Fem	chiquitín|NOUN|Masc
chirlo|NOUN|Masc	chirlar|VERB
chirriado|ADJ	chirriar|VERB
chirrido|NOUN|Masc	chirriar|VERB
chismear|VERB	chisme|NOUN|Masc
chismorrear|VERB	chisme|NOUN|Masc
chismorreo|NOUN|Masc	chismorrear|VERB
chismoso|ADJ	chisme|NOUN|Masc
chispazo|NOUN|Masc	chispa|NOUN|Fem
chispeado|ADJ	chispear|VERB
chispear|VERB	chispa|NOUN|Fem
chispeo|NOUN|Masc	chispear|VERB
chisporroteo|NOUN|Masc	chisporrotear|VERB
chistera|NOUN|Fem	chiste|NOUN|Masc
chiste|NOUN|Masc	chistar|VERB
chistoso|ADJ	chiste|NOUN|Masc
chivo|NOUN|Masc	chivar|VERB
chocado|ADJ	chocar|VERB
chocolatera|NOUN|Fem	chocolatero|NOUN|Masc
chocolatero|ADJ	chocolate|NOUN|Masc
chocolatero|NOUN|Masc	chocolate|NOUN|Masc
chocolatería|NOUN|Fem	chocolate|NOUN|Masc
choque|NOUN|Masc	chocar|VERB
chorreado|ADJ	chorrear|VERB
chorrear|VERB	chorro|NOUN|Masc
chorreo|NOUN|Masc	chorrear|VERB
chorro|NOUN|Masc	chorrar|VERB
chuchería|NOUN|Fem	chucho|NOUN|Masc
chulería|NOUN|Fem	chulo|ADJ
chulo|NOUN|Masc	chulo|ADJ
chupada|NOUN|Fem	chupar|VERB
chupador|ADJ	chupar|VERB
chupado|ADJ	chupar|VERB
chupa|NOUN|Fem	chupar|VERB
chupetear|VERB	chupete|NOUN|Masc
chupete|NOUN|Masc	chupar|VERB
chupón|NOUN|Masc	chupar|VERB
chutado|ADJ	chutar|VERB
chute|NOUN|Masc	chutar|VERB
chófer|NOUN|Fem	chófer|NOUN|Masc
ciberespacio|NOUN|Masc	espacio|NOUN|Masc
cicatrización|NOUN|Fem	cicatrizar|VERB
cicatrizado|ADJ	cicatrizar|VERB
cicatrizal|ADJ	cicatriz|NOUN|Fem
cicatrizar|VERB	cicatriz|NOUN|Fem
ciclismo|NOUN|Masc	bicicleta|NOUN|Fem
ciclista|NOUN|Masc	ciclismo|NOUN|Masc
ciclomotora|NOUN|Fem	ciclomotor|NOUN|Masc
ciclomotor|NOUN|Masc	motor|NOUN|Masc
ciclónico|ADJ	ciclón|NOUN|Masc
ciento|NOUN|Masc	cien|NOUN|Masc
científico|ADJ	ciencia|NOUN|Fem
cierre|NOUN|Masc	cerrar|VERB
cifra|NOUN|Fem	cifrar|VERB
cigarra|NOUN|Fem	cigarro|NOUN|Masc
cigarrería|NOUN|Fem	cigarro|NOUN|Masc
cigarrillo|NOUN|Masc	cigarro|NOUN|Masc
cigüeñal|ADJ	cigüeña|NOUN|Fem
cilindrada|NOUN|Fem	cilindro|NOUN|Masc
cilíndrico|ADJ	cilindro|NOUN|Masc
cimentación|NOUN|Fem	cimentar|VERB
cimento|NOUN|Masc	cimentar|VERB
cincelador|ADJ	cincelar|VERB
cincelado|ADJ	cincelar|VERB
cincelar|VERB	cincel|NOUN|Masc
cinematografía|NOUN|Fem	cine|NOUN|Masc
cinematográfico|ADJ	cinematografía|NOUN|Fem
cinematógrafo|NOUN|Masc	cinematografía|NOUN|Fem
cinta|NOUN|Fem	cinto|NOUN|Masc
cinturón|NOUN|Masc	cintura|NOUN|Fem
cinzolina|NOUN|Fem	cinzolín|NOUN|Masc
cinéfilo|ADJ	cine|NOUN|Masc
circense|ADJ	circo|NOUN|Masc
circulación|NOUN|Fem	circular|VERB
circulado|ADJ	circular|VERB
circularidad|NOUN|Fem	circular|ADJ
circular|ADJ	círculo|NOUN|Masc
circulatorio|ADJ	circular|VERB
circundar|VERB	círculo|NOUN|Masc
circunferencia|NOUN|Fem	círculo|NOUN|Masc
circunstancial|ADJ	circunstancia|NOUN|Fem
circunvalación|NOUN|Fem	círculo|NOUN|Masc
